audio_id,audio_path,model_name,reference_transcript,predicted_transcript,sample_wer,sample_cer,latency_seconds,confidence_score,confidence_method,error
5,D:\I5 internship\Prototype\data\test_audio\5.wav,whisper-medium,ខ្ញុំចង់ claim reimbursement ចំនួន បីរយដុល្លារ សម្រាប់ថ្លៃស្នាក់នៅ ពេលទៅ support project នៅខេត្ត,ខ្ញុំចង់ claim the investment ចំនួន 300 dollars សម្រាប់ និង data support project នៅ្រោយ,0.8,0.4166666666666667,12.889972800039686,0.62,whisper_quality_heuristic,
6,D:\I5 internship\Prototype\data\test_audio\6.wav,wav2vec2,ជួយ process expense claim ចំនួន មួយពាន់ដុល្លារ សម្រាប់ទិញ SSD បន្ទាន់ ដើម្បីជំនួសក្នុង customer server,ជួយ ppro sis ipine clin ចំនួន 1pen0t dollars សម្រាប់ ting exxdeig ដ្pន ើmប0ចំនួន hនoង កាtonals sivill e,1.25,0.6176470588235294,1.0904611999867484,0.561006924211979,wav2vec2_ctc_avg_token_prob+heuristics,
6,D:\I5 internship\Prototype\data\test_audio\6.wav,whisper-small,ជួយ process expense claim ចំនួន មួយពាន់ដុល្លារ សម្រាប់ទិញ SSD បន្ទាន់ ដើម្បីជំនួសក្នុង customer server,ចង់ process expense claim ចុំនួន សម្រាប់ SSD និង់ សប្រាប់ customer service,0.5833333333333334,0.4411764705882353,4.138210100005381,0.51,whisper_quality_heuristic,
6,D:\I5 internship\Prototype\data\test_audio\6.wav,whisper-medium,ជួយ process expense claim ចំនួន មួយពាន់ដុល្លារ សម្រាប់ទិញ SSD បន្ទាន់ ដើម្បីជំនួសក្នុង customer server,"ខ្ញុំពេញ expense claim ចំនួន 1,000 dollars សម្រាប់ SSD ដាប់ ដាប់ customer service",0.6666666666666666,0.49019607843137253,11.85119970003143,0.611358024691358,whisper_quality_heuristic,
7,D:\I5 internship\Prototype\data\test_audio\7.wav,wav2vec2,ខ្ញុំចង់ request project expense ចំនួន ប្រាំរយដុល្លារ សម្រាប់ទិញ switch និងខ្សែ network ក្នុង project customer,ខ្ញុំចង់ request tratet expense ចំនួន 500 dollar សម្រាប់ teng svit និង fi nevere pនុង 50otxcastomers,0.8461538461538461,0.4,1.2251239999895915,0.6087711121141911,wav2vec2_ctc_avg_token_prob+heuristics,
7,D:\I5 internship\Prototype\data\test_audio\7.wav,whisper-small,ខ្ញុំចង់ request project expense ចំនួន ប្រាំរយដុល្លារ សម្រាប់ទិញ switch និងខ្សែ network ក្នុង project customer,ខ្ញុំចង់ request project expense ចំនួន 500 dollars សម្រាប់ សប្តាហ៍ក្រាប់ project customer,0.46153846153846156,0.39090909090909093,4.67573130002711,0.65,whisper_quality_heuristic,
7,D:\I5 internship\Prototype\data\test_audio\7.wav,whisper-medium,ខ្ញុំចង់ request project expense ចំនួន ប្រាំរយដុល្លារ សម្រាប់ទិញ switch និងខ្សែ network ក្នុង project customer,ខ្ញុំចង់ request project expense ចំនួន 500 dollars សម្រាប់ switch នៅង sign network នៅង project customer,0.46153846153846156,0.23636363636363636,12.053313000011258,0.65,whisper_quality_heuristic,
8,D:\I5 internship\Prototype\data\test_audio\8.wav,wav2vec2,ខ្ញុំសូម submit project expense ចំនួន មួយពាន់ប្រាំរយដុល្លារ សម្រាប់រៀបចំ firewall នៅ customer branch,ខ្ញុំសុំ សិ0 met prot expense ចំនួន e porn t0dollarng សម្រាប់ reapចង់ fivevel នៅ custmet prain e,1.1818181818181819,0.48,0.8417366999783553,0.5987716643512249,wav2vec2_ctc_avg_token_prob+heuristics,
8,D:\I5 internship\Prototype\data\test_audio\8.wav,whisper-small,ខ្ញុំសូម submit project expense ចំនួន មួយពាន់ប្រាំរយដុល្លារ សម្រាប់រៀបចំ firewall នៅ customer branch,ខ្ញុំសុំសុំ project expense ចំនួន 500 dollars សម្រាប់ 501 customer brand,0.6363636363636364,0.48,3.671114699973259,0.62,whisper_quality_heuristic,
8,D:\I5 internship\Prototype\data\test_audio\8.wav,whisper-medium,ខ្ញុំសូម submit project expense ចំនួន មួយពាន់ប្រាំរយដុល្លារ សម្រាប់រៀបចំ firewall នៅ customer branch,ខ្ញុំសុំ submit project expense ចំនួន និង្រាប់ 500 dollars សម្រាប់ rip jump 5 ball នៅង customer brand,1.0,0.38,13.6899195999722,0.62,whisper_quality_heuristic,
9,D:\I5 internship\Prototype\data\test_audio\9.wav,wav2vec2,ខ្ញុំចង់ request project expense ចំនួន ពីរពាន់ដុល្លារ សម្រាប់ទិញ backup storage ឱ្យ customer disaster recovery project,ខ្ញុំចង់ requiest ort tit expense ចាំនួន 20 pant dollarng សម្រាប់ peng bagcាប់o re d0 a់m0 resustៅ ecave reap pautink,1.2142857142857142,0.5508474576271186,0.8933059999835677,0.8223172789812088,wav2vec2_ctc_avg_token_prob+heuristics,
9,D:\I5 internship\Prototype\data\test_audio\9.wav,whisper-small,ខ្ញុំចង់ request project expense ចំនួន ពីរពាន់ដុល្លារ សម្រាប់ទិញ backup storage ឱ្យ customer disaster recovery project,ខ្ញុំចង់ request project expense និង់ សប្តាហ៍ការ សប្តាហ៍ក្រាប់ customer disaster recovery project,0.42857142857142855,0.3559322033898305,4.89606850000564,0.54,whisper_quality_heuristic,
9,D:\I5 internship\Prototype\data\test_audio\9.wav,whisper-medium,ខ្ញុំចង់ request project expense ចំនួន ពីរពាន់ដុល្លារ សម្រាប់ទិញ backup storage ឱ្យ customer disaster recovery project,ខ្ញុំចង់ request project expense ដារធ្វើដំណើរ សម្រាប់ backup storage ដែល customers disaster recovery project,0.35714285714285715,0.2033898305084746,12.096110399987083,0.54,whisper_quality_heuristic,
10,D:\I5 internship\Prototype\data\test_audio\10.wav,wav2vec2,ជួយ run project expense ចំនួន ប្រាំពាន់ដុល្លារ សម្រាប់ cloud migration package ឱ្យ finance customer,tំនin rutan់ pរូវចeក់ expense ចំនួន aapolរ សម្រាt pat mួយ preang sen cat kean 0 pe0 1e ausommere,1.1538461538461537,0.6565656565656566,1.3987480000359938,0.558976403772831,wav2vec2_ctc_avg_token_prob+heuristics,
10,D:\I5 internship\Prototype\data\test_audio\10.wav,whisper-small,ជួយ run project expense ចំនួន ប្រាំពាន់ដុល្លារ សម្រាប់ cloud migration package ឱ្យ finance customer,ចង់ ការអនុម័តកសារ សម្រាប់ 50 dollars សប្រាប់ migration party និង finance customer,0.7692307692307693,0.5757575757575758,4.248466599965468,0.5599999999999999,whisper_quality_heuristic,
10,D:\I5 internship\Prototype\data\test_audio\10.wav,whisper-medium,ជួយ run project expense ចំនួន ប្រាំពាន់ដុល្លារ សម្រាប់ cloud migration package ឱ្យ finance customer,ខ្ញុំពេញ project expense ចំនួន 15 dollars ដែរ្រាប់ migration tactic នៅតាក់ស្វាក្រ,0.6923076923076923,0.5757575757575758,12.909181500028353,0.62,whisper_quality_heuristic,
11,D:\I5 internship\Prototype\data\test_audio\11.wav,wav2vec2,ខ្ញុំចង់ request project expense ចំនួន មួយម៉ឺនដុល្លារ សម្រាប់ទិញ enterprise server និង firewall ឱ្យ customer data center,ខ្្ញុំចង់ requiest proutit expense ចំនួន 1ment dollars សម្រាប់ teng edntp0i0vel mិង fivel a0 cash pៅ mal dd ca sine tir,1.2,0.49166666666666664,1.2029422000050545,0.5598563151061535,wav2vec2_ctc_avg_token_prob+heuristics,
11,D:\I5 internship\Prototype\data\test_audio\11.wav,whisper-small,ខ្ញុំចង់ request project expense ចំនួន មួយម៉ឺនដុល្លារ សម្រាប់ទិញ enterprise server និង firewall ឱ្យ customer data center,ខ្ញុំចង់ request project expense ចំនួន សម្រាប់ enterprise server និងៃនេះ customer deposit,0.4666666666666667,0.3333333333333333,4.75967810000293,0.54,whisper_quality_heuristic,
11,D:\I5 internship\Prototype\data\test_audio\11.wav,whisper-medium,ខ្ញុំចង់ request project expense ចំនួន មួយម៉ឺនដុល្លារ សម្រាប់ទិញ enterprise server និង firewall ឱ្យ customer data center,ខ្ញុំចង់ request project expense ចំនួន 100 dollars សម្រាប់ enterprise server នៅប្បាហ៍ក្រ នៅង customer data center,0.4,0.25833333333333336,16.414912700012792,0.65,whisper_quality_heuristic,
12,D:\I5 internship\Prototype\data\test_audio\12.wav,wav2vec2,ខ្ញុំចង់ request material ចំនួន សាមសិបដុល្លារ សម្រាប់ទិញ headset ឱ្យ support engineer ថ្មី,សើងខ្ញុំចង់ request met perell ចំនួន sm 0 dollar សម្រាប់ ting haet e0 spot euntinea ថ្ម0,1.1818181818181819,0.4444444444444444,0.9335021000006236,0.8384122765064239,wav2vec2_ctc_avg_token_prob+heuristics,
12,D:\I5 internship\Prototype\data\test_audio\12.wav,whisper-small,ខ្ញុំចង់ request material ចំនួន សាមសិបដុល្លារ សម្រាប់ទិញ headset ឱ្យ support engineer ថ្មី,ខ្ញុំចង់ request material ចំនួន 30 dollars សម្រាប់ headset និង់ៗនេះ,0.6363636363636364,0.45555555555555555,4.263733300031163,0.59,whisper_quality_heuristic,
12,D:\I5 internship\Prototype\data\test_audio\12.wav,whisper-medium,ខ្ញុំចង់ request material ចំនួន សាមសិបដុល្លារ សម្រាប់ទិញ headset ឱ្យ support engineer ថ្មី,ខ្ញុំចង់ request material ចំនួន 30 dollars សម្រាប់ headset ដែល support engineer ចំនេះៅោោោោោោ,0.45454545454545453,0.34444444444444444,14.38145980000263,0.59,whisper_quality_heuristic,
13,D:\I5 internship\Prototype\data\test_audio\13.wav,wav2vec2,ខ្ញុំសូម material request ចំនួន មួយរយដុល្លារ សម្រាប់ទិញ printer toner និង office supplies,ខ្ញុំសុម័ត tereial request ចំនួន 10 dollarn សម្រាប់ teng ppin tetoៅ និង a fess0 pligs,1.0,0.4157303370786517,1.0031442000181414,0.6050276643037795,wav2vec2_ctc_avg_token_prob+heuristics,
13,D:\I5 internship\Prototype\data\test_audio\13.wav,whisper-small,ខ្ញុំសូម material request ចំនួន មួយរយដុល្លារ សម្រាប់ទិញ printer toner និង office supplies,ខ្ញុំសុំ និង request ចំនួន 100 dollars សម្រាប់ print toner និង office supplies,0.5454545454545454,0.30337078651685395,4.142712000000756,0.62,whisper_quality_heuristic,
13,D:\I5 internship\Prototype\data\test_audio\13.wav,whisper-medium,ខ្ញុំសូម material request ចំនួន មួយរយដុល្លារ សម្រាប់ទិញ printer toner និង office supplies,ខ្ញុំសុំ material request ចំនួន 100 dollars សម្រាប់ print or toner នៅប office supplies,0.6363636363636364,0.23595505617977527,10.622469299996737,0.62,whisper_quality_heuristic,
14,D:\I5 internship\Prototype\data\test_audio\14.wav,wav2vec2,ជួយ create material request ចំនួន ប្រាំរយដុល្លារ សម្រាប់ monitor និង docking station ឱ្យ cloud engineer,ជួយ kri axn me tiyvill request ចំនួន 500 dollars សម្រាប់ 10nesa និង dok់ ing ting in 0 klit king tinear o,1.1428571428571428,0.5242718446601942,1.0267119000200182,0.5950286528468132,wav2vec2_ctc_avg_token_prob+heuristics,
14,D:\I5 internship\Prototype\data\test_audio\14.wav,whisper-small,ជួយ create material request ចំនួន ប្រាំរយដុល្លារ សម្រាប់ monitor និង docking station ឱ្យ cloud engineer,ចង់ create material request ចំនួន 500 dollars សម្រាប់ monitor និង់ station និង់ ingenief,0.5714285714285714,0.36893203883495146,3.775908400013577,0.59,whisper_quality_heuristic,
14,D:\I5 internship\Prototype\data\test_audio\14.wav,whisper-medium,ជួយ create material request ចំនួន ប្រាំរយដុល្លារ សម្រាប់ monitor និង docking station ឱ្យ cloud engineer,ខ្ញុំត្រូវការ material request ចំនួន 500 dollars សម្រាប់ monitor នៅប parking station ដែល club engineer,0.5714285714285714,0.3592233009708738,12.399078099988401,0.59,whisper_quality_heuristic,
15,D:\I5 internship\Prototype\data\test_audio\15.wav,wav2vec2,ខ្ញុំចង់ request hardware ចំនួន ពីរពាន់ដុល្លារ សម្រាប់ទិញ firewall lab device ឱ្យ security team,ខញុំចង់ request havel ចំនួន 20porn dollarse សម្រាប់ txn fivel lap ruvaist ្at sekio retetimm,1.0,0.5052631578947369,0.8347635000245646,0.807630198597908,wav2vec2_ctc_avg_token_prob+heuristics,
15,D:\I5 internship\Prototype\data\test_audio\15.wav,whisper-small,ខ្ញុំចង់ request hardware ចំនួន ពីរពាន់ដុល្លារ សម្រាប់ទិញ firewall lab device ឱ្យ security team,ខ្ញុំចង់ request hardware ចំនួន 54 dollars សម្រាប់ 50 lab device និង security team,0.4166666666666667,0.29473684210526313,3.6331880999496207,0.59,whisper_quality_heuristic,
15,D:\I5 internship\Prototype\data\test_audio\15.wav,whisper-medium,ខ្ញុំចង់ request hardware ចំនួន ពីរពាន់ដុល្លារ សម្រាប់ទិញ firewall lab device ឱ្យ security team,ខ្ញុំចង់ request hardware ចំនួន 200 dollars សម្រាប់ 5 volt lab device ដែល security team,0.5,0.28421052631578947,10.601783700054511,0.59,whisper_quality_heuristic,
16,D:\I5 internship\Prototype\data\test_audio\16.wav,wav2vec2,ខ្ញុំសូម material request ចំនួន ប្រាំពាន់ដុល្លារ សម្រាប់ទិញ spare server parts ទុកក្នុង internal testing lab,ខ្ញុំសុំ mentirel request ចំនួន pampont dollarរ សម្រាប់ ting pest nve hat toknុង exntanel cestinglarp,0.9230769230769231,0.49074074074074076,0.7499764999956824,0.8252186053991317,wav2vec2_ctc_avg_token_prob+heuristics,
16,D:\I5 internship\Prototype\data\test_audio\16.wav,whisper-small,ខ្ញុំសូម material request ចំនួន ប្រាំពាន់ដុល្លារ សម្រាប់ទិញ spare server parts ទុកក្នុង internal testing lab,ខ្ញុំសុំការអនុម័ត និង និង សម្រាប់ សប្រាប់ និង និង និង និង និង និង និង និង និង និង និង និង និង និង និង,1.5384615384615385,0.8055555555555556,8.644410599954426,0.45,whisper_quality_heuristic,
16,D:\I5 internship\Prototype\data\test_audio\16.wav,whisper-medium,ខ្ញុំសូម material request ចំនួន ប្រាំពាន់ដុល្លារ សម្រាប់ទិញ spare server parts ទុកក្នុង internal testing lab,ខ្ញុំសុំ material request ចំនួន ចំព្នើ សម្រាប់ space civil park នៅនួយ internal testing lab,0.5384615384615384,0.3055555555555556,12.27122649998637,0.48,whisper_quality_heuristic,
17,D:\I5 internship\Prototype\data\test_audio\17.wav,wav2vec2,ខ្ញុំចង់ request training ចំនួន ពីររយដុល្លារ សម្រាប់ប្រឡង AWS certification,ខ្ញុំចង់ rekest prineing ចំនួន 200 dollarst សម្រាប់ kolan kado0 uviuse ot0 e kessin t,1.5,0.6,0.8278137999586761,0.5884751641750335,wav2vec2_ctc_avg_token_prob+heuristics,
17,D:\I5 internship\Prototype\data\test_audio\17.wav,whisper-small,ខ្ញុំចង់ request training ចំនួន ពីររយដុល្លារ សម្រាប់ប្រឡង AWS certification,ខ្ញុំចង់ request training ចំនួន 200 dollars សម្រាប់ និង AWS AWS certification,0.625,0.26666666666666666,3.6359100000117905,0.62,whisper_quality_heuristic,
17,D:\I5 internship\Prototype\data\test_audio\17.wav,whisper-medium,ខ្ញុំចង់ request training ចំនួន ពីររយដុល្លារ សម្រាប់ប្រឡង AWS certification,ខ្ញុំចង់ request training ចំនួន 200 dollars សម្រាប់ AWS certification,0.375,0.22666666666666666,9.373450599960051,0.62,whisper_quality_heuristic,
18,D:\I5 internship\Prototype\data\test_audio\18.wav,wav2vec2,ខ្ញុំសូម submit training request ចំនួន ប្រាំរយដុល្លារ សម្រាប់រៀន Azure administrator course,ស្ះញុំសុំ សុ met trinneng request ចំនួន 500 dollarរ សម្រាប់ rian adskil admeness tritta kouu,1.2,0.4945054945054945,0.9961887000245042,0.6025188019871712,wav2vec2_ctc_avg_token_prob+heuristics,
18,D:\I5 internship\Prototype\data\test_audio\18.wav,whisper-small,ខ្ញុំសូម submit training request ចំនួន ប្រាំរយដុល្លារ សម្រាប់រៀន Azure administrator course,ខ្ញុំសុំសុំ សមប្រាប់ training request ចំនួន 500 dollars សប្តាហ៍ក្រាប់ administrator cost,0.6,0.4725274725274725,4.838472100032959,0.62,whisper_quality_heuristic,
18,D:\I5 internship\Prototype\data\test_audio\18.wav,whisper-medium,ខ្ញុំសូម submit training request ចំនួន ប្រាំរយដុល្លារ សម្រាប់រៀន Azure administrator course,ខ្ញុំសុំ submit training request ចំនួន 500 dollars សម្រាប់ real estate administrator course,0.6,0.2857142857142857,9.70611289999215,0.62,whisper_quality_heuristic,
19,D:\I5 internship\Prototype\data\test_audio\19.wav,wav2vec2,ខ្ញុំចង់ request training event ចំនួន មួយពាន់ដុល្លារ សម្រាប់រៀបចំ customer cloud migration workshop,ខ្ញុំច់ request trineng exvance ចំនួន 10 pon dollars សម្រាប់ reapចង់ castmeclot mekrishin vualhop p,1.0909090909090908,0.47474747474747475,1.010073600045871,0.604653058052063,wav2vec2_ctc_avg_token_prob+heuristics,
19,D:\I5 internship\Prototype\data\test_audio\19.wav,whisper-small,ខ្ញុំចង់ request training event ចំនួន មួយពាន់ដុល្លារ សម្រាប់រៀបចំ customer cloud migration workshop,ខ្ញុំចង់ request training event ចំនួន 14 dollars សម្រាប់ customer cloud migration workshop,0.2727272727272727,0.1919191919191919,3.3926482999813743,0.6799999999999999,whisper_quality_heuristic,
19,D:\I5 internship\Prototype\data\test_audio\19.wav,whisper-medium,ខ្ញុំចង់ request training event ចំនួន មួយពាន់ដុល្លារ សម្រាប់រៀបចំ customer cloud migration workshop,ខ្ញុំចង់ request training event ចំនួន 100 dollars សម្រាប់ customer cloud migration workshop,0.2727272727272727,0.1919191919191919,10.320877599995583,0.6799999999999999,whisper_quality_heuristic,
20,D:\I5 internship\Prototype\data\test_audio\20.wav,wav2vec2,ជួយ process training request ចំនួន បីពាន់ដុល្លារ សម្រាប់ cybersecurity training ឱ្យ security engineer team,ជួយ p0osis trineng request ចំនួន b0pen dol lars សម្រាប់ sa0ben iil etytraineing e siki reiking tinnian tim g,1.0769230769230769,0.5094339622641509,1.0301236999803223,0.7842543822526932,wav2vec2_ctc_avg_token_prob+heuristics,
20,D:\I5 internship\Prototype\data\test_audio\20.wav,whisper-small,ជួយ process training request ចំនួន បីពាន់ដុល្លារ សម្រាប់ cybersecurity training ឱ្យ security engineer team,ចង់ process training request ចុំនួន សប្រាប់ cybersecurity training នប់ity្រាប់ៗនេះ,0.6153846153846154,0.39622641509433965,4.120081300032325,0.51,whisper_quality_heuristic,
20,D:\I5 internship\Prototype\data\test_audio\20.wav,whisper-medium,ជួយ process training request ចំនួន បីពាន់ដុល្លារ សម្រាប់ cybersecurity training ឱ្យ security engineer team,ខ្ញុំពេញ training request ចំនួន 300 dollars សម្រាប់ cybersecurity training ដែី security engineer team,0.38461538461538464,0.25471698113207547,11.09268850000808,0.62,whisper_quality_heuristic,
